# bpf_func_proto slice — ground-truth source 3.
# GENERATED, do not edit by hand:
#   cargo run -p pipeline --example extract_protos -- <kernel_src> <this file>
# Mechanically extracted from a bpf-next checkout by
# pipeline::groundtruth::helper_proto::extract_from_tree.
#
# Columns: helper <TAB> arg_index(0-based) <TAB> arg_type(ARG_*) <TAB> expected_regtype
#
# INCLUSION RULE (the reviewable judgement; see SINGLE_FAMILY_ARG_TYPES in
# helper_proto.rs): an arg becomes a contract ONLY when its arg_type pins it to
# exactly ONE verifier reg-type family. ARG_ANYTHING, ARG_PTR_TO_MEM variants,
# map key/value pointers and BTF/sock/timer pointers are DROPPED — asserting a
# single family there would manufacture false positives. Dropped means the diff
# stage cannot corroborate and stays silent, which is not "no violation".
#
# 274 contracts across 194 helpers.
# ----------------------------------------------------------------------
bpf_get_task_stack	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_get_task_stack_sleepable	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_ima_file_hash	2	ARG_MEM_SIZE	scalar
bpf_ima_inode_hash	2	ARG_MEM_SIZE	scalar
bpf_inode_storage_delete	0	ARG_CONST_MAP_PTR	map_ptr
bpf_inode_storage_get	0	ARG_CONST_MAP_PTR	map_ptr
bpf_kallsyms_lookup_name	1	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_l3_csum_replace	0	ARG_PTR_TO_CTX	ctx
bpf_l4_csum_replace	0	ARG_PTR_TO_CTX	ctx
bpf_lwt_in_push_encap	0	ARG_PTR_TO_CTX	ctx
bpf_lwt_in_push_encap	3	ARG_MEM_SIZE	scalar
bpf_lwt_seg6_action	0	ARG_PTR_TO_CTX	ctx
bpf_lwt_seg6_action	3	ARG_MEM_SIZE	scalar
bpf_lwt_seg6_adjust_srh	0	ARG_PTR_TO_CTX	ctx
bpf_lwt_seg6_store_bytes	0	ARG_PTR_TO_CTX	ctx
bpf_lwt_seg6_store_bytes	3	ARG_MEM_SIZE	scalar
bpf_lwt_xmit_push_encap	0	ARG_PTR_TO_CTX	ctx
bpf_lwt_xmit_push_encap	3	ARG_MEM_SIZE	scalar
bpf_map_delete_elem	0	ARG_CONST_MAP_PTR	map_ptr
bpf_map_lookup_elem	0	ARG_CONST_MAP_PTR	map_ptr
bpf_map_lookup_percpu_elem	0	ARG_CONST_MAP_PTR	map_ptr
bpf_map_peek_elem	0	ARG_CONST_MAP_PTR	map_ptr
bpf_map_pop_elem	0	ARG_CONST_MAP_PTR	map_ptr
bpf_map_push_elem	0	ARG_CONST_MAP_PTR	map_ptr
bpf_map_update_elem	0	ARG_CONST_MAP_PTR	map_ptr
bpf_msg_apply_bytes	0	ARG_PTR_TO_CTX	ctx
bpf_msg_cork_bytes	0	ARG_PTR_TO_CTX	ctx
bpf_msg_pop_data	0	ARG_PTR_TO_CTX	ctx
bpf_msg_pull_data	0	ARG_PTR_TO_CTX	ctx
bpf_msg_push_data	0	ARG_PTR_TO_CTX	ctx
bpf_msg_redirect_hash	0	ARG_PTR_TO_CTX	ctx
bpf_msg_redirect_hash	1	ARG_CONST_MAP_PTR	map_ptr
bpf_msg_redirect_map	0	ARG_PTR_TO_CTX	ctx
bpf_msg_redirect_map	1	ARG_CONST_MAP_PTR	map_ptr
bpf_override_return	0	ARG_PTR_TO_CTX	ctx
bpf_perf_event_output	0	ARG_PTR_TO_CTX	ctx
bpf_perf_event_output	1	ARG_CONST_MAP_PTR	map_ptr
bpf_perf_event_output	4	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_perf_event_read	0	ARG_CONST_MAP_PTR	map_ptr
bpf_perf_event_read_value	0	ARG_CONST_MAP_PTR	map_ptr
bpf_perf_event_read_value	3	ARG_MEM_SIZE	scalar
bpf_perf_prog_read_value	0	ARG_PTR_TO_CTX	ctx
bpf_perf_prog_read_value	2	ARG_MEM_SIZE	scalar
bpf_probe_read_compat	1	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_probe_read_compat_str	1	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_probe_read_kernel	1	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_probe_read_kernel_str	1	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_probe_read_user	1	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_probe_read_user_str	1	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_probe_write_user	2	ARG_MEM_SIZE	scalar
bpf_read_branch_records	0	ARG_PTR_TO_CTX	ctx
bpf_read_branch_records	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_redirect_neigh	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_ringbuf_discard	0	ARG_PTR_TO_RINGBUF_MEM | OBJ_RELEASE	ringbuf_mem
bpf_ringbuf_output	0	ARG_CONST_MAP_PTR	map_ptr
bpf_ringbuf_output	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_ringbuf_query	0	ARG_CONST_MAP_PTR	map_ptr
bpf_ringbuf_reserve	0	ARG_CONST_MAP_PTR	map_ptr
bpf_ringbuf_reserve	1	ARG_CONST_ALLOC_SIZE_OR_ZERO	scalar
bpf_ringbuf_reserve_dynptr	0	ARG_CONST_MAP_PTR	map_ptr
bpf_ringbuf_submit	0	ARG_PTR_TO_RINGBUF_MEM | OBJ_RELEASE	ringbuf_mem
bpf_seq_printf	2	ARG_MEM_SIZE	scalar
bpf_seq_printf	4	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_seq_printf_btf	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_seq_write	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_set_hash	0	ARG_PTR_TO_CTX	ctx
bpf_set_hash_invalid	0	ARG_PTR_TO_CTX	ctx
bpf_sk_assign	0	ARG_PTR_TO_CTX	ctx
bpf_sk_getsockopt	4	ARG_MEM_SIZE	scalar
bpf_sk_lookup_assign	0	ARG_PTR_TO_CTX	ctx
bpf_sk_lookup_tcp	0	ARG_PTR_TO_CTX	ctx
bpf_sk_lookup_tcp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_sk_lookup_udp	0	ARG_PTR_TO_CTX	ctx
bpf_sk_lookup_udp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_sk_redirect_hash	0	ARG_PTR_TO_CTX	ctx
bpf_sk_redirect_hash	1	ARG_CONST_MAP_PTR	map_ptr
bpf_sk_redirect_map	0	ARG_PTR_TO_CTX	ctx
bpf_sk_redirect_map	1	ARG_CONST_MAP_PTR	map_ptr
bpf_sk_setsockopt	4	ARG_MEM_SIZE	scalar
bpf_sk_setsockopt_nodelay	4	ARG_MEM_SIZE	scalar
bpf_sk_storage_delete	0	ARG_CONST_MAP_PTR	map_ptr
bpf_sk_storage_delete_tracing	0	ARG_CONST_MAP_PTR	map_ptr
bpf_sk_storage_get	0	ARG_CONST_MAP_PTR	map_ptr
bpf_sk_storage_get_cg_sock	0	ARG_CONST_MAP_PTR	map_ptr
bpf_sk_storage_get_tracing	0	ARG_CONST_MAP_PTR	map_ptr
bpf_skb_adjust_room	0	ARG_PTR_TO_CTX	ctx
bpf_skb_ancestor_cgroup_id	0	ARG_PTR_TO_CTX	ctx
bpf_skb_cgroup_classid	0	ARG_PTR_TO_CTX	ctx
bpf_skb_cgroup_id	0	ARG_PTR_TO_CTX	ctx
bpf_skb_change_head	0	ARG_PTR_TO_CTX	ctx
bpf_skb_change_proto	0	ARG_PTR_TO_CTX	ctx
bpf_skb_change_tail	0	ARG_PTR_TO_CTX	ctx
bpf_skb_change_type	0	ARG_PTR_TO_CTX	ctx
bpf_skb_check_mtu	0	ARG_PTR_TO_CTX	ctx
bpf_skb_ecn_set_ce	0	ARG_PTR_TO_CTX	ctx
bpf_skb_event_output	0	ARG_PTR_TO_CTX	ctx
bpf_skb_event_output	1	ARG_CONST_MAP_PTR	map_ptr
bpf_skb_event_output	4	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_skb_fib_lookup	0	ARG_PTR_TO_CTX	ctx
bpf_skb_fib_lookup	2	ARG_MEM_SIZE	scalar
bpf_skb_get_tunnel_key	0	ARG_PTR_TO_CTX	ctx
bpf_skb_get_tunnel_key	2	ARG_MEM_SIZE	scalar
bpf_skb_get_tunnel_opt	0	ARG_PTR_TO_CTX	ctx
bpf_skb_get_tunnel_opt	2	ARG_MEM_SIZE	scalar
bpf_skb_get_xfrm_state	0	ARG_PTR_TO_CTX	ctx
bpf_skb_get_xfrm_state	3	ARG_MEM_SIZE	scalar
bpf_skb_load_bytes	0	ARG_PTR_TO_CTX	ctx
bpf_skb_load_bytes	3	ARG_MEM_SIZE	scalar
bpf_skb_load_bytes_relative	0	ARG_PTR_TO_CTX	ctx
bpf_skb_load_bytes_relative	3	ARG_MEM_SIZE	scalar
bpf_skb_output	1	ARG_CONST_MAP_PTR	map_ptr
bpf_skb_output	4	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_skb_pull_data	0	ARG_PTR_TO_CTX	ctx
bpf_skb_set_tstamp	0	ARG_PTR_TO_CTX	ctx
bpf_skb_set_tunnel_key	0	ARG_PTR_TO_CTX	ctx
bpf_skb_set_tunnel_key	2	ARG_MEM_SIZE	scalar
bpf_skb_set_tunnel_opt	0	ARG_PTR_TO_CTX	ctx
bpf_skb_set_tunnel_opt	2	ARG_MEM_SIZE	scalar
bpf_skb_store_bytes	0	ARG_PTR_TO_CTX	ctx
bpf_skb_store_bytes	3	ARG_MEM_SIZE	scalar
bpf_skb_under_cgroup	0	ARG_PTR_TO_CTX	ctx
bpf_skb_under_cgroup	1	ARG_CONST_MAP_PTR	map_ptr
bpf_skb_vlan_pop	0	ARG_PTR_TO_CTX	ctx
bpf_skb_vlan_push	0	ARG_PTR_TO_CTX	ctx
bpf_skc_lookup_tcp	0	ARG_PTR_TO_CTX	ctx
bpf_skc_lookup_tcp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_snprintf	1	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_snprintf	2	ARG_PTR_TO_CONST_STR	map_value
bpf_snprintf	4	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_snprintf_btf	1	ARG_MEM_SIZE	scalar
bpf_snprintf_btf	3	ARG_MEM_SIZE	scalar
bpf_sock_addr_getsockopt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_addr_getsockopt	4	ARG_MEM_SIZE	scalar
bpf_sock_addr_setsockopt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_addr_setsockopt	4	ARG_MEM_SIZE	scalar
bpf_sock_addr_sk_lookup_tcp	0	ARG_PTR_TO_CTX	ctx
bpf_sock_addr_sk_lookup_tcp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_sock_addr_sk_lookup_udp	0	ARG_PTR_TO_CTX	ctx
bpf_sock_addr_sk_lookup_udp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_sock_addr_skc_lookup_tcp	0	ARG_PTR_TO_CTX	ctx
bpf_sock_addr_skc_lookup_tcp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_sock_create_getsockopt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_create_getsockopt	4	ARG_MEM_SIZE	scalar
bpf_sock_create_setsockopt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_create_setsockopt	4	ARG_MEM_SIZE	scalar
bpf_sock_hash_update	0	ARG_PTR_TO_CTX	ctx
bpf_sock_hash_update	1	ARG_CONST_MAP_PTR	map_ptr
bpf_sock_map_update	0	ARG_PTR_TO_CTX	ctx
bpf_sock_map_update	1	ARG_CONST_MAP_PTR	map_ptr
bpf_sock_ops_cb_flags_set	0	ARG_PTR_TO_CTX	ctx
bpf_sock_ops_getsockopt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_ops_getsockopt	4	ARG_MEM_SIZE	scalar
bpf_sock_ops_load_hdr_opt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_ops_load_hdr_opt	2	ARG_MEM_SIZE	scalar
bpf_sock_ops_reserve_hdr_opt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_ops_setsockopt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_ops_setsockopt	4	ARG_MEM_SIZE	scalar
bpf_sock_ops_store_hdr_opt	0	ARG_PTR_TO_CTX	ctx
bpf_sock_ops_store_hdr_opt	2	ARG_MEM_SIZE	scalar
bpf_strncmp	1	ARG_MEM_SIZE	scalar
bpf_strncmp	2	ARG_PTR_TO_CONST_STR	map_value
bpf_strtol	1	ARG_MEM_SIZE	scalar
bpf_strtoul	1	ARG_MEM_SIZE	scalar
bpf_sys_bpf	2	ARG_MEM_SIZE	scalar
bpf_sysctl_get_current_value	0	ARG_PTR_TO_CTX	ctx
bpf_sysctl_get_current_value	2	ARG_MEM_SIZE	scalar
bpf_sysctl_get_name	0	ARG_PTR_TO_CTX	ctx
bpf_sysctl_get_name	2	ARG_MEM_SIZE	scalar
bpf_sysctl_get_new_value	0	ARG_PTR_TO_CTX	ctx
bpf_sysctl_get_new_value	2	ARG_MEM_SIZE	scalar
bpf_sysctl_set_new_value	0	ARG_PTR_TO_CTX	ctx
bpf_sysctl_set_new_value	2	ARG_MEM_SIZE	scalar
bpf_tail_call	0	ARG_PTR_TO_CTX	ctx
bpf_tail_call	1	ARG_CONST_MAP_PTR	map_ptr
bpf_task_storage_delete	0	ARG_CONST_MAP_PTR	map_ptr
bpf_task_storage_get	0	ARG_CONST_MAP_PTR	map_ptr
bpf_tc_sk_lookup_tcp	0	ARG_PTR_TO_CTX	ctx
bpf_tc_sk_lookup_tcp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_tc_sk_lookup_udp	0	ARG_PTR_TO_CTX	ctx
bpf_tc_sk_lookup_udp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_tc_skc_lookup_tcp	0	ARG_PTR_TO_CTX	ctx
bpf_tc_skc_lookup_tcp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_tcp_check_syncookie	2	ARG_MEM_SIZE	scalar
bpf_tcp_check_syncookie	4	ARG_MEM_SIZE	scalar
bpf_tcp_gen_syncookie	2	ARG_MEM_SIZE	scalar
bpf_tcp_gen_syncookie	4	ARG_MEM_SIZE	scalar
bpf_tcp_raw_gen_syncookie_ipv4	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_tcp_raw_gen_syncookie_ipv6	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_timer_init	1	ARG_CONST_MAP_PTR	map_ptr
bpf_trace_printk	1	ARG_MEM_SIZE	scalar
bpf_trace_vprintk	1	ARG_MEM_SIZE	scalar
bpf_trace_vprintk	3	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_unlocked_sk_getsockopt	4	ARG_MEM_SIZE	scalar
bpf_unlocked_sk_setsockopt	4	ARG_MEM_SIZE	scalar
bpf_user_ringbuf_drain	0	ARG_CONST_MAP_PTR	map_ptr
bpf_xdp_adjust_head	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_adjust_meta	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_adjust_tail	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_check_mtu	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_event_output	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_event_output	1	ARG_CONST_MAP_PTR	map_ptr
bpf_xdp_event_output	4	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_xdp_fib_lookup	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_fib_lookup	2	ARG_MEM_SIZE	scalar
bpf_xdp_get_buff_len	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_load_bytes	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_load_bytes	3	ARG_MEM_SIZE	scalar
bpf_xdp_output	1	ARG_CONST_MAP_PTR	map_ptr
bpf_xdp_output	4	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_xdp_redirect_map	0	ARG_CONST_MAP_PTR	map_ptr
bpf_xdp_sk_lookup_tcp	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_sk_lookup_tcp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_xdp_sk_lookup_udp	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_sk_lookup_udp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_xdp_skc_lookup_tcp	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_skc_lookup_tcp	2	ARG_MEM_SIZE_OR_ZERO	scalar
bpf_xdp_store_bytes	0	ARG_PTR_TO_CTX	ctx
bpf_xdp_store_bytes	3	ARG_MEM_SIZE	scalar
sk_reuseport_load_bytes	0	ARG_PTR_TO_CTX	ctx
sk_reuseport_load_bytes	3	ARG_MEM_SIZE	scalar
sk_reuseport_load_bytes_relative	0	ARG_PTR_TO_CTX	ctx
sk_reuseport_load_bytes_relative	3	ARG_MEM_SIZE	scalar
sk_select_reuseport	0	ARG_PTR_TO_CTX	ctx
sk_select_reuseport	1	ARG_CONST_MAP_PTR	map_ptr
sk_skb_adjust_room	0	ARG_PTR_TO_CTX	ctx
sk_skb_change_head	0	ARG_PTR_TO_CTX	ctx
sk_skb_change_tail	0	ARG_PTR_TO_CTX	ctx
sk_skb_pull_data	0	ARG_PTR_TO_CTX	ctx
